,Symptom,Disease
1610,"anxiety and nervousness ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1611,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1612,"anxiety and nervousness ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1613,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1614,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,fears and phobias ",social phobia
1615,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1616,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1617,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1618,"anxiety and nervousness ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1619,"anxiety and nervousness ,excessive anger ,delusions or hallucinations ",social phobia
1620,"abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1621,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1622,"depression ,depressive or psychotic symptoms ,abusing alcohol ",social phobia
1623,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1624,"anxiety and nervousness ,depression ,excessive appetite ,excessive anger ",social phobia
1625,"insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1626,"depression ,abusing alcohol ",social phobia
1627,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1628,"abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1629,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1630,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ",social phobia
1631,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1632,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1633,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1634,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1635,"depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1636,"insomnia ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1637,"depression ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1638,"anxiety and nervousness ,insomnia ,abusing alcohol ,delusions or hallucinations ,fears and phobias ",social phobia
1639,"insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1640,"depression ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1641,"depression ,insomnia ,excessive appetite ,fears and phobias ",social phobia
1642,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1643,"anxiety and nervousness ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1644,"depression ,fears and phobias ",social phobia
1645,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1646,"depression ,depressive or psychotic symptoms ,insomnia ,delusions or hallucinations ",social phobia
1647,"depression ,excessive anger ,delusions or hallucinations ",social phobia
1648,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1649,"insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1650,"abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1651,"insomnia ,excessive appetite ,delusions or hallucinations ",social phobia
1652,"depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1653,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1654,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1655,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1656,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ",social phobia
1657,"insomnia ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1658,"anxiety and nervousness ,insomnia ,excessive appetite ,fears and phobias ",social phobia
1659,"anxiety and nervousness ,insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1660,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1661,"abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1662,"depression ,insomnia ,excessive appetite ",social phobia
1663,"depression ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1664,"abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1665,"depression ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1666,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ",social phobia
1667,"depressive or psychotic symptoms ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1668,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1669,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1670,"depression ,abusing alcohol ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1671,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ",social phobia
1672,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1673,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,fears and phobias ",social phobia
1674,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,fears and phobias ",social phobia
1675,"depression ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1676,"abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1677,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1678,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1679,"abusing alcohol ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1680,"depression ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1681,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,fears and phobias ",social phobia
1682,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1683,"anxiety and nervousness ,abusing alcohol ,excessive appetite ",social phobia
1684,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,fears and phobias ",social phobia
1685,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ,delusions or hallucinations ",social phobia
1686,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1687,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ",social phobia
1688,"anxiety and nervousness ,depressive or psychotic symptoms ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1689,"depression ,depressive or psychotic symptoms ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1690,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1691,"depression ,insomnia ,excessive appetite ,delusions or hallucinations ,fears and phobias ",social phobia
1692,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1693,"anxiety and nervousness ,insomnia ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1694,"insomnia ,excessive anger ",social phobia
1695,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1696,"anxiety and nervousness ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1697,"abusing alcohol ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1698,"anxiety and nervousness ,insomnia ,excessive anger ,fears and phobias ",social phobia
1699,"depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ",social phobia
1700,"depressive or psychotic symptoms ,insomnia ,excessive anger ,fears and phobias ",social phobia
1701,"insomnia ,excessive anger ",social phobia
1702,"depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
1703,"depression ,insomnia ,excessive appetite ,excessive anger ",social phobia
1704,"insomnia ,excessive appetite ,fears and phobias ",social phobia
1705,"depression ,depressive or psychotic symptoms ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1706,"anxiety and nervousness ,depressive or psychotic symptoms ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1707,"insomnia ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1708,"depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1709,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1710,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,delusions or hallucinations ,fears and phobias ",social phobia
1711,"anxiety and nervousness ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive anger ,delusions or hallucinations ",social phobia
1712,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,insomnia ,abusing alcohol ,excessive appetite ,excessive anger ,fears and phobias ",social phobia
1713,"anxiety and nervousness ,insomnia ,abusing alcohol ,excessive anger ",social phobia
1714,"anxiety and nervousness ,depression ,abusing alcohol ,excessive appetite ",social phobia
1715,"depression ,excessive appetite ,excessive anger ,delusions or hallucinations ",social phobia
1716,"anxiety and nervousness ,depression ,insomnia ,abusing alcohol ,excessive appetite ",social phobia
1717,"anxiety and nervousness ,depression ,depressive or psychotic symptoms ,excessive anger ,delusions or hallucinations ,fears and phobias ",social phobia
