,Symptom,Disease
14547,"pelvic pain ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14548,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,skin irritation ,skin rash ",fungal infection of the hair
14549,"irregular appearing scalp ,pelvic pain ,itching of skin ",fungal infection of the hair
14550,"abnormal appearing skin ,acne or pimples ,skin growth ,itchy scalp ",fungal infection of the hair
14551,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin irritation ",fungal infection of the hair
14552,"abnormal appearing skin ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14553,"skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,skin irritation ",fungal infection of the hair
14554,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14555,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14556,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14557,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin rash ",fungal infection of the hair
14558,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ",fungal infection of the hair
14559,"pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14560,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin irritation ,itchy scalp ",fungal infection of the hair
14561,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin irritation ,skin rash ",fungal infection of the hair
14562,"skin lesion ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin rash ",fungal infection of the hair
14563,"skin swelling ,skin growth ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ",fungal infection of the hair
14564,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin irritation ,skin rash ",fungal infection of the hair
14565,"abnormal appearing skin ,skin lesion ,acne or pimples ,skin dryness, peeling, scaliness, or roughness ,skin irritation ",fungal infection of the hair
14566,"skin swelling ,abnormal appearing skin ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ",fungal infection of the hair
14567,"skin lesion ,acne or pimples ,skin growth ,irregular appearing scalp ,pelvic pain ",fungal infection of the hair
14568,"skin swelling ,abnormal appearing skin ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ",fungal infection of the hair
14569,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,irregular appearing scalp ,pelvic pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14570,"skin swelling ,abnormal appearing skin ,skin lesion ,acne or pimples ,skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash ",fungal infection of the hair
14571,"skin swelling ,skin lesion ,acne or pimples ,skin growth ,pelvic pain ,itching of skin ,skin rash ",fungal infection of the hair
14572,"itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14573,"skin swelling ,acne or pimples ,irregular appearing scalp ,itchy scalp ",fungal infection of the hair
14574,"acne or pimples ,irregular appearing scalp ,skin irritation ,itchy scalp ,skin rash ",fungal infection of the hair
14575,"shortness of breath ,sharp chest pain ,sore throat ,nasal congestion ,headache ,wheezing ,fever ",acute bronchitis
14576,"sore throat ,wheezing ,coughing up sputum ,congestion in chest ",acute bronchitis
14577,"shortness of breath ,sore throat ,cough ,headache ,fever ",acute bronchitis
14578,"shortness of breath ,sharp chest pain ,sore throat ,nasal congestion ,difficulty breathing ",acute bronchitis
14579,"shortness of breath ,sharp chest pain ,sore throat ,cough ,nasal congestion ,headache ,difficulty breathing ,coughing up sputum ,coryza ",acute bronchitis
14580,"sore throat ,wheezing ,fever ,coughing up sputum ,coryza ",acute bronchitis
14581,"sharp chest pain ,nasal congestion ,wheezing ,coryza ,congestion in chest ",acute bronchitis
14582,"sharp chest pain ,sore throat ,wheezing ",acute bronchitis
14583,"shortness of breath ,cough ,nasal congestion ,wheezing ,difficulty breathing ",acute bronchitis
14584,"sore throat ,nasal congestion ,headache ,wheezing ,fever ,difficulty breathing ,coryza ",acute bronchitis
14585,"sharp chest pain ,sore throat ,nasal congestion ,coughing up sputum ",acute bronchitis
14586,"wheezing ,fever ,difficulty breathing ",acute bronchitis
14587,"sharp chest pain ,cough ,nasal congestion ,wheezing ,fever ,coughing up sputum ",acute bronchitis
14588,"shortness of breath ,sharp chest pain ,sore throat ,headache ,fever ,coughing up sputum ,coryza ",acute bronchitis
14589,"sharp chest pain ,sore throat ,cough ,nasal congestion ,wheezing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14590,"sharp chest pain ,wheezing ,difficulty breathing ,coughing up sputum ,congestion in chest ",acute bronchitis
14591,"cough ,headache ,fever ,coughing up sputum ",acute bronchitis
14592,"shortness of breath ,cough ,nasal congestion ,wheezing ,fever ,difficulty breathing ,congestion in chest ",acute bronchitis
14593,"sharp chest pain ,headache ,fever ",acute bronchitis
14594,"shortness of breath ,sharp chest pain ,sore throat ,cough ,headache ,congestion in chest ",acute bronchitis
14595,"sore throat ,cough ,nasal congestion ,headache ,wheezing ,difficulty breathing ,coughing up sputum ",acute bronchitis
14596,"shortness of breath ,sharp chest pain ,cough ,fever ,difficulty breathing ,coryza ,congestion in chest ",acute bronchitis
14597,"shortness of breath ,sore throat ,cough ,wheezing ,coryza ",acute bronchitis
14598,"sore throat ,wheezing ,difficulty breathing ",acute bronchitis
14599,"sore throat ,cough ,nasal congestion ,wheezing ,fever ,difficulty breathing ,coughing up sputum ",acute bronchitis
14600,"sore throat ,wheezing ,coryza ",acute bronchitis
14601,"fever ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14602,"sharp chest pain ,sore throat ,nasal congestion ,headache ,fever ,difficulty breathing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14603,"sore throat ,nasal congestion ,headache ,wheezing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14604,"sore throat ,nasal congestion ,headache ,wheezing ,difficulty breathing ,coughing up sputum ,congestion in chest ",acute bronchitis
14605,"shortness of breath ,sharp chest pain ,fever ",acute bronchitis
14606,"nasal congestion ,wheezing ,coryza ,congestion in chest ",acute bronchitis
14607,"sore throat ,headache ,wheezing ,fever ,coryza ,congestion in chest ",acute bronchitis
14608,"shortness of breath ,sharp chest pain ,cough ,headache ,difficulty breathing ,coryza ,congestion in chest ",acute bronchitis
14609,"shortness of breath ,sharp chest pain ,sore throat ,wheezing ,coughing up sputum ,congestion in chest ",acute bronchitis
14610,"shortness of breath ,sharp chest pain ,cough ,difficulty breathing ,coryza ,congestion in chest ",acute bronchitis
14611,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,wheezing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14612,"shortness of breath ,wheezing ,difficulty breathing ,coughing up sputum ",acute bronchitis
14613,"shortness of breath ,sore throat ,cough ,headache ,wheezing ,fever ",acute bronchitis
14614,"shortness of breath ,nasal congestion ,headache ,fever ,congestion in chest ",acute bronchitis
14615,"nasal congestion ,headache ,difficulty breathing ",acute bronchitis
14616,"shortness of breath ,cough ,headache ,wheezing ,fever ,coryza ,congestion in chest ",acute bronchitis
14617,"shortness of breath ,sore throat ,headache ,wheezing ,coughing up sputum ",acute bronchitis
14618,"shortness of breath ,cough ,headache ",acute bronchitis
14619,"sharp chest pain ,cough ,headache ,fever ,difficulty breathing ,coughing up sputum ",acute bronchitis
14620,"sharp chest pain ,sore throat ,headache ,fever ,congestion in chest ",acute bronchitis
14621,"shortness of breath ,sharp chest pain ,sore throat ,cough ,nasal congestion ,headache ,fever ,coughing up sputum ,congestion in chest ",acute bronchitis
14622,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,fever ,congestion in chest ",acute bronchitis
14623,"shortness of breath ,sore throat ,nasal congestion ,headache ,wheezing ,coughing up sputum ,congestion in chest ",acute bronchitis
14624,"headache ,difficulty breathing ,coughing up sputum ,coryza ",acute bronchitis
14625,"sore throat ,wheezing ,fever ",acute bronchitis
14626,"sharp chest pain ,cough ,nasal congestion ,wheezing ,difficulty breathing ,coughing up sputum ",acute bronchitis
14627,"shortness of breath ,sharp chest pain ,sore throat ,cough ,nasal congestion ,headache ,wheezing ,fever ,coughing up sputum ",acute bronchitis
14628,"cough ,nasal congestion ,difficulty breathing ,congestion in chest ",acute bronchitis
14629,"sharp chest pain ,sore throat ,nasal congestion ,headache ,fever ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14630,"cough ,nasal congestion ,headache ,wheezing ,coryza ,congestion in chest ",acute bronchitis
14631,"sharp chest pain ,fever ,congestion in chest ",acute bronchitis
14632,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,difficulty breathing ,coughing up sputum ,coryza ",acute bronchitis
14633,"shortness of breath ,sore throat ,wheezing ,difficulty breathing ,coryza ,congestion in chest ",acute bronchitis
14634,"sharp chest pain ,sore throat ,cough ,nasal congestion ,headache ,coughing up sputum ,coryza ",acute bronchitis
14635,"sharp chest pain ,sore throat ,headache ,fever ,difficulty breathing ,coryza ",acute bronchitis
14636,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,difficulty breathing ,coryza ",acute bronchitis
14637,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,wheezing ,fever ,difficulty breathing ,coughing up sputum ,coryza ",acute bronchitis
14638,"sharp chest pain ,sore throat ,headache ,difficulty breathing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14639,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,wheezing ,coryza ",acute bronchitis
14640,"shortness of breath ,sharp chest pain ,cough ,headache ,wheezing ,difficulty breathing ,congestion in chest ",acute bronchitis
14641,"shortness of breath ,sharp chest pain ,cough ,wheezing ,difficulty breathing ,coughing up sputum ",acute bronchitis
14642,"sharp chest pain ,sore throat ,wheezing ,difficulty breathing ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14643,"sore throat ,wheezing ,difficulty breathing ,coughing up sputum ",acute bronchitis
14644,"shortness of breath ,sharp chest pain ,sore throat ,nasal congestion ,headache ,wheezing ,fever ,difficulty breathing ,coughing up sputum ,congestion in chest ",acute bronchitis
14645,"shortness of breath ,sore throat ,nasal congestion ,coryza ,congestion in chest ",acute bronchitis
14646,"shortness of breath ,sharp chest pain ,nasal congestion ,headache ,difficulty breathing ,congestion in chest ",acute bronchitis
14647,"shortness of breath ,nasal congestion ,headache ,wheezing ,coryza ,congestion in chest ",acute bronchitis
14648,"sharp chest pain ,nasal congestion ,headache ,coughing up sputum ,congestion in chest ",acute bronchitis
14649,"headache ,wheezing ,difficulty breathing ,coughing up sputum ,congestion in chest ",acute bronchitis
14650,"cough ,nasal congestion ,headache ,fever ,coryza ",acute bronchitis
14651,"sharp chest pain ,cough ,fever ,coughing up sputum ",acute bronchitis
14652,"sharp chest pain ,sore throat ,nasal congestion ,fever ,difficulty breathing ,coryza ",acute bronchitis
14653,"shortness of breath ,cough ,coryza ",acute bronchitis
14654,"shortness of breath ,fever ,difficulty breathing ,coughing up sputum ",acute bronchitis
14655,"sore throat ,nasal congestion ,headache ,fever ,difficulty breathing ,coughing up sputum ,congestion in chest ",acute bronchitis
14656,"sore throat ,cough ,nasal congestion ,headache ,wheezing ,fever ,difficulty breathing ,coughing up sputum ",acute bronchitis
14657,"sharp chest pain ,cough ,nasal congestion ,headache ,wheezing ,fever ,difficulty breathing ,coryza ",acute bronchitis
14658,"nasal congestion ,wheezing ,coryza ",acute bronchitis
14659,"sharp chest pain ,sore throat ,cough ,nasal congestion ,fever ,coughing up sputum ,coryza ,congestion in chest ",acute bronchitis
14660,"shortness of breath ,sore throat ,cough ,nasal congestion ,wheezing ,fever ,congestion in chest ",acute bronchitis
14661,"cough ,headache ,wheezing ,fever ,difficulty breathing ,congestion in chest ",acute bronchitis
